,Kingdom,Phylum,Class,Order,Family,Genus
ASV1654,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV1655,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1656,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD3-93,NA
ASV1657,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium
ASV1658,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1659,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,NA
ASV1660,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA
ASV1661,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
ASV1662,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV1663,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV1664,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania
ASV1665,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV1666,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV1667,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1668,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1669,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,NA,NA
ASV1670,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV1671,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter
ASV1672,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax
ASV1673,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV1674,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
ASV1675,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV1676,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA
ASV1677,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV1678,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1679,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter
ASV1680,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV1681,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1682,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV1683,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV1684,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV1685,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV1686,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV1687,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV1688,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
ASV1689,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA
ASV1690,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum
ASV1691,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA
ASV1692,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA
ASV1693,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV1694,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV1695,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV1696,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV1697,Bacteria,Proteobacteria,Gammaproteobacteria,211ds20,NA,NA
ASV1698,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV1699,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV1700,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV1701,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA
ASV1702,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,NA,NA
ASV1703,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02
ASV1704,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV1705,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV1706,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella
ASV1707,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV1708,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga
ASV1709,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ideonella
ASV1710,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV1711,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter
ASV1712,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV1713,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA
ASV1714,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA
ASV1715,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV1716,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV1717,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax
ASV1718,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV1719,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV1720,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1721,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
ASV1722,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA
ASV1723,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV1724,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1725,Bacteria,Acidobacteria,Subgroup_5,NA,NA,NA
ASV1726,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA
ASV1727,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV1728,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,NA
ASV1729,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV1730,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax
ASV1731,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
ASV1732,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV1733,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV1734,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV1735,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
ASV1736,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV1737,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV1738,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1739,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera
ASV1740,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV1741,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
ASV1742,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA
ASV1743,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1744,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV1745,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella
ASV1746,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV1747,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1748,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV1749,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV1750,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV1751,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella
ASV1752,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA
ASV1753,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA
ASV1754,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,NA
ASV1755,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1756,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV1757,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV1758,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
ASV1759,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV1760,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum
ASV1761,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV1762,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV1763,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella
ASV1764,Bacteria,Chloroflexi,NA,NA,NA,NA
ASV1765,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV1766,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV1767,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV1768,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV1769,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV1770,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV1771,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1772,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA
ASV1773,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV1774,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1775,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1776,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV1777,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV1778,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV1779,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV1780,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV1781,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV1782,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA
ASV1783,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV1784,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax
ASV1785,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA
ASV1786,Bacteria,Patescibacteria,NA,NA,NA,NA
ASV1787,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV1788,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV1789,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV1790,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia
ASV1791,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV1792,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV1793,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV1794,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
ASV1795,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
ASV1796,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum
ASV1797,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Chitinibacter
ASV1798,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV1799,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV1800,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1801,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1802,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1803,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1804,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV1805,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV1806,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
ASV1807,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA
ASV1808,Bacteria,Gemmatimonadetes,S0134_terrestrial_group,NA,NA,NA
ASV1809,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
ASV1810,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV1811,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax
ASV1812,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV1813,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1814,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1815,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV1816,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV1817,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA
ASV1818,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax
ASV1819,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV1820,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV1821,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV1822,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV1823,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV1824,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV1825,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1826,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA
ASV1827,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV1828,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV1829,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,NA
ASV1830,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1831,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV1832,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1833,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV1834,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA
ASV1835,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudoduganella
ASV1836,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV1837,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1838,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1839,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,BIyi10
ASV1840,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV1841,Bacteria,Actinobacteria,Acidimicrobiia,NA,NA,NA
ASV1842,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1843,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV1844,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV1845,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV1846,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV1847,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1848,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1849,Bacteria,NA,NA,NA,NA,NA
ASV1850,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV1851,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055
ASV1852,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV1853,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV1854,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,NA,NA
ASV1855,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV1856,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV1857,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,NA,NA
ASV1858,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA
ASV1859,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV1860,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1861,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV1862,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV1863,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV1864,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
ASV1865,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum
ASV1866,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV1867,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV1868,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,NA
ASV1869,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV1870,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,NA
ASV1871,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV1872,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1873,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV1874,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
ASV1875,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV1876,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1877,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
ASV1878,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV1879,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV1880,Bacteria,Rokubacteria,NC10,Rokubacteriales,NA,NA
ASV1881,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV1882,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter
ASV1883,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV1884,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV1885,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV1886,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV1887,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV1888,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA
ASV1889,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA
ASV1890,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1891,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,NA,NA
ASV1892,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,NA,NA
ASV1893,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV1894,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1895,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV1896,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax
ASV1897,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV1898,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,C2U,NA
ASV1899,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV1900,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudoduganella
ASV1901,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
ASV1902,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV1903,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV1904,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV1905,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
